coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Aug 10 13:24:34 +0000 2020,,,,0,1292814094492487682,,,,en,,,3544,1292793809714151426,DonaldJTrumpJr,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @DonaldJTrumpJr: Joe Biden has spent decades in Washington trying to cut Social Security &amp; Medicare for seniors.

And now he's promising…",https://twitter.com/TrumpWarRoom/status/1292814094492487682,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Thu Aug 13 16:05:08 +0000 2020,,,,0,1293941668278927367,,,,en,,,29943,1293937894525227013,realDonaldTrump,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @realDonaldTrump: The world will be laughing and taking full advantage of the United States if Joe Biden ever became President. Our Coun…,https://twitter.com/TrumpWarRoom/status/1293941668278927367,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Mon Aug 10 05:20:11 +0000 2020,,,,0,1292692196571971586,,,,en,,,56,1292655393106255874,RealMattCouch,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RealMattCouch: WATCH: VICE PRESIDENT PENCE SAYS CHIEF JUSTICE JOHN ROBERTS IS “A DISAPPOINTMENT TO CONSERVATIVES” https://t.co/72uH1KnN…,https://twitter.com/RealMattCouch/status/1292692196571971586,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Wed Aug 12 17:19:22 +0000 2020,,,https://thedcpatriot.com/the-pandemic-appears-to-have-spared-africa-so-far-scientists-are-struggling-to-explain-why-we-know-why-details-inside/,8,1293597962283687941,realDonaldTrump,1293513735533924400,25073877,und,,false,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@realDonaldTrump https://t.co/ki3A0siEmD,https://twitter.com/RealMattCouch/status/1293597962283687941,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Tue Aug 18 06:45:04 +0000 2020,,,https://thedcpatriot.com/billionaire-that-picked-trump-to-win-in-2016-makes-his-2020-prediction/,47,1295612661779116032,,,,en,,false,23,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Billionaire That Picked Trump to Win In 2016 Makes His 2020 Prediction https://t.co/Nky8PH5LyO,https://twitter.com/RealMattCouch/status/1295612661779116032,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Thu Aug 13 16:04:52 +0000 2020,,,,0,1293941602138894338,,,,en,,,394,1293940991846682626,AndrewHClark,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @AndrewHClark: Joe Biden failed Israel and empowered Iran during his eight years in office.

The Israel-UAE deal President Trump just br…",https://twitter.com/TrumpWarRoom/status/1293941602138894338,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Wed Sep 02 16:06:09 +0000 2020,,,https://www.donaldjtrump.com/media/joe-biden-defends-violent-rioters-tells-americans-he-would-do-nothing-to-stop-them/,218,1301189681506381830,,,,en,,false,153,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","In advance of Joe Biden’s trip to Kenosha...

“Joe Biden Defends Violent Rioters, Tells Americans He Would Do Nothing to Stop Them | Donald J. Trump for President” https://t.co/Ftw4yks9be",https://twitter.com/JasonMillerinDC/status/1301189681506381830,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Sun Sep 06 21:41:35 +0000 2020,,https://twitter.com/TrumpWarRoom/status/1302723645958172672/video/1,https://www.usatoday.com/story/news/factcheck/2020/04/03/fact-check-did-obama-administration-deplete-n-95-mask-stockpile/5114319002/,1215,1302723645958172672,,,,en,,false,522,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Poor Joe Biden is confused again. This time he called the Defense Production Act the ""Defense Protection Act."" 

Thankfully he's not in charge of making PPE! https://t.co/ql7GrioMJk https://t.co/xPCQSZ9DKq",https://twitter.com/TrumpWarRoom/status/1302723645958172672,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Sun Aug 23 03:29:33 +0000 2020,,,,0,1297375398792065024,,,,en,,,7,1297374863359868929,BruceAsh9,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BruceAsh9: Thank you to my political partner and RNC colleague Solomon Yue who I look up to as a master strategist and political ally.…,https://twitter.com/AZGOP/status/1297375398792065024,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Tue Sep 01 18:51:22 +0000 2020,WomenForTrump,,,0,1300868870819856384,,,,en,,,16,1300591978262835200,AZTrumplican,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AZTrumplican: These #WomenForTrump trained over the weekend and couldn’t wait to get busy contacting voters on Monday to reelect @reald…,https://twitter.com/AZGOP/status/1300868870819856384,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Tue Aug 25 04:00:25 +0000 2020,RNC2020,https://twitter.com/TeamTrump/status/1298106360073277440/video/1,,0,1298107942785474560,,,,en,,false,17505,1298107334590439425,realDonaldTrump,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",RT @realDonaldTrump: THANK YOU #RNC2020! https://t.co/SQXxesAU0i,https://twitter.com/GOP/status/1298107942785474560,Thu Dec 13 17:15:41 +0000 2007,GOP,false,Text TWITTER to 80810 to receive exclusive updates from the Republican National Committee!,264,2718259,1649,11226,,GOP,GOP,44499,,https://goo.gl/xqho9k,true
,Sat Aug 22 13:50:42 +0000 2020,,,,0,1297169328001953792,,,,en,,,1911,1296867291481677824,DineshDSouza,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DineshDSouza: So Biden can make his way through a rehearsed speech. By that very low bar, he’s competent.

In one area, though, he’s sh…",https://twitter.com/DineshDSouza/status/1297169328001953792,Sun Nov 22 22:32:41 +0000 2009,DineshDSouza,false,"""Trump Card"" is an exposé of the socialism, corruption, and gangsterization that now define the Democratic Party. Available on DVD and VOD now.",658,1927068,5996,7411,United States,Dinesh D'Souza,DineshDSouza,60705,,http://dineshdsouza.com/trumpcard,true
,Thu Sep 03 14:49:25 +0000 2020,,,,0,1301532759085772800,,,,en,,,0,1301528521752354816,realDonaldTrump,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @realDonaldTrump: .....go to your Polling Place to see whether or not your Mail In Vote has been Tabulated (Counted). If it has you will…,https://twitter.com/JasonMillerinDC/status/1301532759085772800,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Mon Aug 31 23:08:40 +0000 2020,,,,0,1300571235881906178,,,,en,,,14039,1300559123189301252,realDonaldTrump,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @realDonaldTrump: Will be interviewed by Laura Ingraham (@IngrahamAngle) tonight at 10:00 P.M. Eastern on @FoxNews. Enjoy!,https://twitter.com/AZGOP/status/1300571235881906178,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Tue Aug 25 03:59:39 +0000 2020,RNC,,,0,1298107748924690434,,,,en,,,4041,1298091133944258560,joelpollak,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @joelpollak: There will be fewer shy Trump voters after tonight. #RNC has put some pride into this election.,https://twitter.com/kelliwardaz/status/1298107748924690434,Sun Aug 21 14:42:47 +0000 2011,kelliwardaz,false,"Chairwoman @AZGOP, mom, military wife, family physician, & former AZ State Senator #Win2020 #KeepAmericaGreat #ProLife #ProFamily #ProFreedom 🇺🇸",64603,105257,2361,706,"Phoenix, AZ",Dr. Kelli Ward 🇺🇸,kelliwardaz,37793,,http://www.kelliward.com,true
,Fri Aug 21 19:37:51 +0000 2020,,,,0,1296894303831240713,,,,en,,,241,1296887453723365378,AndrewHClark,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AndrewHClark: Honest question: does Joe Biden agree that Americans should settle for rolling power outages and blackouts as the cost of…,https://twitter.com/TrumpWarRoom/status/1296894303831240713,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Mon Aug 24 15:52:09 +0000 2020,,,https://markets.businessinsider.com/news/stocks/stock-market-global-stocks-jump-trump-covid-19-vaccine-november-2020-8-1029527163,2,1297924668758700036,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Global stocks jump as Trump signals 'gamechanger' plan to deliver a COVID-19 vaccine ahead of the election
https://t.co/VTN68h0kwO",https://twitter.com/PatriotByGod/status/1297924668758700036,Thu Jul 23 12:03:27 +0000 2015,PatriotByGod,false,"Melting #SnowFlakes with the fire of Patriotism. Destroying Liberals Daily 
One of the most Targeted accounts on Twitter. III% Patriots #WhyLiberalsSuck",57613,80356,42869,226,"Las Vegas, NV",GodGuns&Trump 🇺🇸,PatriotByGod,70722,,https://gab.ai/GodGunsNTrump,false
,Sat Aug 29 15:04:04 +0000 2020,,,,0,1299724505288376327,,,,en,,,2577,1299156362555994112,glennbeck,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @glennbeck: 3. But let me cut to the chase.  I believed he actually didn’t care about people.  When @realDonaldTrump called me after my…,https://twitter.com/PatriotByGod/status/1299724505288376327,Thu Jul 23 12:03:27 +0000 2015,PatriotByGod,false,"Melting #SnowFlakes with the fire of Patriotism. Destroying Liberals Daily 
One of the most Targeted accounts on Twitter. III% Patriots #WhyLiberalsSuck",57613,80356,42869,226,"Las Vegas, NV",GodGuns&Trump 🇺🇸,PatriotByGod,70722,,https://gab.ai/GodGunsNTrump,false
,Tue Aug 25 05:31:23 +0000 2020,RNC2020,https://twitter.com/TeamTrump/status/1298106360073277440/video/1,,0,1298130834994601986,,,,en,,false,17505,1298107334590439425,realDonaldTrump,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @realDonaldTrump: THANK YOU #RNC2020! https://t.co/SQXxesAU0i,https://twitter.com/AZGOP/status/1298130834994601986,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Sun Sep 06 15:37:28 +0000 2020,,,,1253,1302632014953295872,,,,en,,,602,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","If Joe Biden is elected you'll be standing in bread lines with mandatory mask orders by the end of February in 2021... 

Anyone who votes for this man, this is on YOU... You will be responsible for the downfall of America, and the next bloody steps it takes to restore it!",https://twitter.com/RealMattCouch/status/1302632014953295872,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Fri Aug 21 19:37:37 +0000 2020,,,,0,1296894242619613185,,,,en,,,365,1296891480070656003,FrancisBrennan,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FrancisBrennan: ""A top Democrat operative in Colorado, called Joe Biden one of the weakest Democratic nominees for president in recent…",https://twitter.com/TrumpWarRoom/status/1296894242619613185,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Sun Sep 06 12:36:00 +0000 2020,,,https://nypost.com/2020/08/02/joe-biden-presidency-would-be-a-disaster-for-our-schools-devine/ https://www.politico.com/news/2020/09/06/trump-biden-charter-school-education-409214,91,1302586345555193856,,,,en,,false,62,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Politico headline here is misleading:

“Trump exploits Biden’s charter school silence - POLITICO”

Joe Biden isn’t silent on charter schools at all - he wants to shut them down: https://t.co/e8SkRnbdrc https://t.co/lyz1kQKrCM",https://twitter.com/JasonMillerinDC/status/1302586345555193856,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Thu Sep 03 22:25:08 +0000 2020,,,https://nypost.com/2020/09/03/new-film-sheds-light-on-hunter-bidens-deals-with-china/,46,1301647444917264384,,,,en,,false,29,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here’s Hunter!

Hunter Biden's deals 'served' China and Chinese military"" new film claims https://t.co/zs5tz5sSZZ",https://twitter.com/BorisEP/status/1301647444917264384,Wed Sep 23 03:12:59 +0000 2009,BorisEP,false,"@realdonaldtrump 2020 Strategic Advisor, former Special Assistant to POTUS, Comms Director - Trump Inaugural, Battle for 1600 Podcast - https://t.co/oceoPNhuUh",8258,97330,1742,792,"ÜT: 40.744258,-73.995578",Boris Epshteyn,BorisEP,15702,,https://www.breakfastwithboris.com,true
,Thu Sep 03 14:49:44 +0000 2020,,,,0,1301532837523460097,,,,en,,,0,1301528522582786049,realDonaldTrump,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @realDonaldTrump: ....after you Vote, which it should not, that Ballot will not be used or counted in that your vote has already been ca…",https://twitter.com/JasonMillerinDC/status/1301532837523460097,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Mon Aug 24 09:47:54 +0000 2020,,,https://thedcpatriot.com/biden-gets-hit-with-bad-polling-news-after-picking-kamala-harris/,0,1297832998272991232,,,,en,,false,47,1297766729456779264,silvergogal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @silvergogal: Biden Gets Hit With Bad Polling News After Picking Kamala Harris https://t.co/hH4Yrgw0Z6 via @realmattcouch,https://twitter.com/RealMattCouch/status/1297832998272991232,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Thu Aug 20 02:43:03 +0000 2020,,,,0,1296276530868424704,,,,en,,,3037,1296275286196191234,JudiciaryGOP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JudiciaryGOP: The Obama/Biden Administration spied on their political rivals. 

Thank goodness President Trump hasn’t embraced those po…",https://twitter.com/Jim_Jordan/status/1296276530868424704,Tue Dec 16 17:20:24 +0000 2008,Jim_Jordan,false,Proudly serving Ohio's beautiful Fourth District. Ranking Member on @JudiciaryGOP. Fighting to #DoWhatWeSaid,2533,1947352,3998,6540,"Washington, D.C. ",Rep. Jim Jordan,Jim_Jordan,4633,,http://jordan.house.gov/,true
,Wed Sep 02 00:55:41 +0000 2020,,,,0,1300960552534126597,,,,en,,,2364,1300944636173844481,markknoller,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @markknoller: WH serves notice on @MayorBowser that a DC panel's recommendations to eliminate monuments and statues honoring Washington,…",https://twitter.com/JasonMillerinDC/status/1300960552534126597,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Mon Aug 31 20:06:26 +0000 2020,AMPFEST20,,,0,1300525375479517184,,,,en,,,200,1300205146891313153,AMPFEST_USA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AMPFEST_USA: Get ready!

@DineshDSouza will be at #AMPFEST20 @TrumpDoral 
with a special screening of 

TRUMP CARD

Get your tickets no…",https://twitter.com/DineshDSouza/status/1300525375479517184,Sun Nov 22 22:32:41 +0000 2009,DineshDSouza,false,"""Trump Card"" is an exposé of the socialism, corruption, and gangsterization that now define the Democratic Party. Available on DVD and VOD now.",658,1927068,5996,7411,United States,Dinesh D'Souza,DineshDSouza,60705,,http://dineshdsouza.com/trumpcard,true
,Wed Sep 02 16:06:39 +0000 2020,,https://twitter.com/TrumpWarRoom/status/1301189807796883456/video/1,,1210,1301189807796883456,,,,en,,false,691,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","BIDEN: ""Most appropriate way to be t-- to be tough on crime is to make sure that people in fact know what the facts are, first of all, have to make sure that, you know, here's a big question. The arguments about the crime bill that have been made are not, are simply not accurate"" https://t.co/AoYwFADFrc",https://twitter.com/TrumpWarRoom/status/1301189807796883456,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Sun Sep 06 20:10:53 +0000 2020,,,,0,1302700823240208385,,,,en,,,11120,1302669845998247936,DineshDSouza,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DineshDSouza: When reporters ask Biden questions, their tone is one of talking to a patient in a nursing home. It’s one step removed fr…",https://twitter.com/DineshDSouza/status/1302700823240208385,Sun Nov 22 22:32:41 +0000 2009,DineshDSouza,false,"""Trump Card"" is an exposé of the socialism, corruption, and gangsterization that now define the Democratic Party. Available on DVD and VOD now.",658,1927068,5996,7411,United States,Dinesh D'Souza,DineshDSouza,60705,,http://dineshdsouza.com/trumpcard,true
,Sat Aug 22 04:43:17 +0000 2020,,,https://thedcpatriot.com/%e2%80%8ba-peace-deal-in-the-middle-east-trump-announces-israel-and-uae-agreement-to-normalize-ties/,0,1297031563801178115,,,,en,,false,57,1296983321646440448,RealMattCouch,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RealMattCouch: A PEACE DEAL IN THE MIDDLE EAST? TRUMP ANNOUNCES ISRAEL AND UAE AGREEMENT TO NORMALIZE TIES https://t.co/4fCdAY3TQS,https://twitter.com/RealMattCouch/status/1297031563801178115,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Mon Aug 24 17:23:03 +0000 2020,RNC2020,,,9175,1297947541837877250,,,,en,,,2506,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","“Our country will NEVER be a socialist country!” -@realDonaldTrump
 
#RNC2020",https://twitter.com/GOP/status/1297947541837877250,Thu Dec 13 17:15:41 +0000 2007,GOP,false,Text TWITTER to 80810 to receive exclusive updates from the Republican National Committee!,264,2718259,1649,11226,,GOP,GOP,44499,,https://goo.gl/xqho9k,true
,Tue Sep 01 18:51:06 +0000 2020,4MoreYears,,,0,1300868804818345984,,,,en,,,29,1300802029795770368,ASUCollegeGOP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ASUCollegeGOP: BREAKING: We are proud to endorse President @realDonaldTrump for #4MoreYears! We are voting for jobs, free speech on col…",https://twitter.com/AZGOP/status/1300868804818345984,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Wed Sep 02 00:54:55 +0000 2020,,,,0,1300960361726832640,,,,en,,,9893,1300920269423472640,RudyGiuliani,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @RudyGiuliani: Biden asked, “Do I look like a radical socialist with a soft spot for rioters?” 

To which I answer, “You sure act like o…",https://twitter.com/RealMattCouch/status/1300960361726832640,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Mon Aug 24 21:55:31 +0000 2020,RNC2020,,,0,1298016109501718529,,,,en,,,2506,1297947541837877250,GOP,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GOP: “Our country will NEVER be a socialist country!” -@realDonaldTrump
 
#RNC2020",https://twitter.com/AZGOP/status/1298016109501718529,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Wed Aug 19 00:56:35 +0000 2020,,,,0,1295887352645054466,,,,en,,,35,1295853197282562053,andybiggs4az,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @andybiggs4az: President @realDonaldTrump delivered a strong message in Yuma today. He will continue to rebuild our military, support ou…",https://twitter.com/AZGOP/status/1295887352645054466,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
,Fri Aug 21 22:41:25 +0000 2020,,,,0,1296940497559330828,,,,en,,,19944,1296636041017925633,realDonaldTrump,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @realDonaldTrump: After the worst debate performance in the history of politics, Michael Bloomberg, commonly known as Mini Mike, is tryi…",https://twitter.com/RealMattCouch/status/1296940497559330828,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481336,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Thu Sep 03 17:51:59 +0000 2020,,,,0,1301578703718084608,,,,en,,,99,1301314992520810496,TrumpWomensTour,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @TrumpWomensTour: We loved hearing the story of this  husband &amp; wife owned business that received a PPP loan under President @realDonald…,https://twitter.com/AZGOP/status/1301578703718084608,Thu Aug 21 21:30:45 +0000 2008,AZGOP,false,The official Twitter account of the Republican Party of Arizona.,16620,58761,2302,498,"Phoenix, AZ",Arizona Republican Party,AZGOP,20397,,http://www.azgop.com/,true
