coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Jul 24 02:30:14 +0000 2020,,https://twitter.com/GOP/status/1286488836130963459/video/1,,3506,1286488836130963459,,,,en,,false,1011,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","“The police do an incredible job. It is a very tough job, it's a very dangerous job.” -@realDonaldTrump https://t.co/6FOEInDH3S",https://twitter.com/GOP/status/1286488836130963459,Thu Dec 13 17:15:41 +0000 2007,GOP,false,Text TWITTER to 80810 to receive exclusive updates from the Republican National Committee!,264,2718259,1649,11226,,GOP,GOP,44499,,https://goo.gl/xqho9k,true
,Sat Jul 11 18:37:37 +0000 2020,,,,0,1282021242309091330,,,,en,,,1082,1281943643784437766,JennaEllisEsq,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JennaEllisEsq: Ironically, Biden has tended to “take care” of his family by abusing his government position to enrich them.
https://t.c…",https://twitter.com/BorisEP/status/1282021242309091330,Wed Sep 23 03:12:59 +0000 2009,BorisEP,false,"@realdonaldtrump 2020 Strategic Advisor, former Special Assistant to POTUS, Comms Director - Trump Inaugural, Battle for 1600 Podcast - https://t.co/oceoPNhuUh",8258,97330,1742,792,"ÜT: 40.744258,-73.995578",Boris Epshteyn,BorisEP,15702,,https://www.breakfastwithboris.com,true
,Fri Jul 03 19:09:01 +0000 2020,,,https://thedcpatriot.com/is-hiden-joe-biden-back-on-the-campaign-trail/,29,1279130039565590528,,,,en,,false,13,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Is Hiden Joe Biden Back on the Campaign Trail? https://t.co/6jXFBSi7tR,https://twitter.com/RealMattCouch/status/1279130039565590528,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481335,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
,Tue Jul 07 21:53:22 +0000 2020,,,,0,1280620953425371139,,,,en,,,1416,1280617862407884800,JHoganGidley,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JHoganGidley: .@realdonaldtrump delivered a patriotic, uplifting, unifying speech at Mount Rushmore, but the Mainstream Media keeps lyi…",https://twitter.com/TrumpWarRoom/status/1280620953425371139,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Wed Jul 08 18:02:17 +0000 2020,,,https://gop.com/lawlessness-is-the-rule-in-joe-bidens-america,942,1280925185143713794,,,,en,,false,531,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","In the wake of rioting, looting, and tragic murders ripping apart communities across the country…
 
Joe Biden said “Yes, absolutely” he wants to defund the police. https://t.co/rTgDGoHr0V",https://twitter.com/GOP/status/1280925185143713794,Thu Dec 13 17:15:41 +0000 2007,GOP,false,Text TWITTER to 80810 to receive exclusive updates from the Republican National Committee!,264,2718259,1649,11226,,GOP,GOP,44499,,https://goo.gl/xqho9k,true
,Thu Aug 06 14:40:38 +0000 2020,,,,0,1291383687842537472,,,,en,,,656,1291382169424875521,CortesSteve,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CortesSteve: Joe Biden has been a disaster for middle America. He shipped millions of heartland jobs to China, and the Chinese Communis…",https://twitter.com/JasonMillerinDC/status/1291383687842537472,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Mon Jul 20 19:51:36 +0000 2020,,https://twitter.com/TeamTrump/status/1285296742213324800/video/1,,0,1285301350604185600,,,,en,,false,499,1285300577484800001,jacobkschneider,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @jacobkschneider: This is Joe Biden's America.
https://t.co/I2kAMkT4JI",https://twitter.com/TrumpWarRoom/status/1285301350604185600,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Thu Jul 09 22:17:52 +0000 2020,AmericaFirst MAGA Dobbs,https://twitter.com/LouDobbs/status/1281351892623392770/video/1,,691,1281351892623392770,,,,en,,false,278,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Pathway To A Second Term: @EdRollins says @POTUS has to focus on getting Americans back to work &amp; killing the China Virus to beat Joe Biden. #AmericaFirst #MAGA #Dobbs https://t.co/9ZI9G7DVBR,https://twitter.com/LouDobbs/status/1281351892623392770,Wed Mar 25 12:39:59 +0000 2009,LouDobbs,false,"Lou Dobbs Tonight, Fox Business Network, 5, 7 & 10 PM/ET",18158,2319213,2102,5970,"New York, NY",Lou Dobbs,LouDobbs,36389,,http://LouDobbsShop.com,true
,Wed Jul 22 20:15:28 +0000 2020,,,https://youtu.be/moZOrq0qL3Q,0,1286032131190292480,,,,en,,false,100,1285880380181098497,JasonMillerinDC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JasonMillerinDC: You won't be safe in Joe Biden's America. https://t.co/tnUNiqtinM,https://twitter.com/JasonMillerinDC/status/1286032131190292480,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Thu Jul 09 18:14:44 +0000 2020,,,,2741,1281290709111316482,,,,en,,,1039,,,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","Today, President @realDonaldTrump is signing an executive order launching the White House Hispanic Prosperity Initiative.
 
Since taking office, President Trump has honored the contributions of Hispanic Americans and worked to ensure they have the opportunity to prosper!",https://twitter.com/GOP/status/1281290709111316482,Thu Dec 13 17:15:41 +0000 2007,GOP,false,Text TWITTER to 80810 to receive exclusive updates from the Republican National Committee!,264,2718259,1649,11226,,GOP,GOP,44499,,https://goo.gl/xqho9k,true
,Mon Jul 20 19:51:47 +0000 2020,,https://twitter.com/TeamTrump/status/1285296742213324800/video/1,,0,1285301397228003330,,,,en,,false,2325,1285296742213324800,TeamTrump,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TeamTrump: Joe Biden wants to reduce police funding.

You won't be safe in Joe Biden's America. https://t.co/anIvM5DoMV",https://twitter.com/TrumpWarRoom/status/1285301397228003330,Wed Mar 20 20:54:58 +0000 2019,TrumpWarRoom,false,"Highlighting @realDonaldTrump's #PromisesKept, fighting #FakeNews. This account punches back 10x harder. Managed by the @TeamTrump 2020 campaign. #MAGA",101,1223631,287,3542,MAGA Country,Trump War Room,TrumpWarRoom,26927,,https://www.donaldjtrump.com/,true
,Sun Jul 05 01:21:20 +0000 2020,,,,0,1279586126806876161,,,,en,,,89,1279566667270545414,markknoller,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @markknoller: Holding hands, Pres &amp; Mrs Trump cross the South Lawn back into the WH, waving to guests who will stay to watch the firewor…",https://twitter.com/JasonMillerinDC/status/1279586126806876161,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Fri Jul 10 22:28:42 +0000 2020,,,,0,1281717007277121536,,,,en,,,260,1281713824588894208,jeremiahcota,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jeremiahcota: I am pleased to see @bathbodyworks address the issue.  

It's unfortunate this happened in the first place but no amount…",https://twitter.com/kelliwardaz/status/1281717007277121536,Sun Aug 21 14:42:47 +0000 2011,kelliwardaz,false,"Chairwoman @AZGOP, mom, military wife, family physician, & former AZ State Senator #Win2020 #KeepAmericaGreat #ProLife #ProFamily #ProFreedom 🇺🇸",64603,105257,2361,706,"Phoenix, AZ",Dr. Kelli Ward 🇺🇸,kelliwardaz,37793,,http://www.kelliward.com,true
,Sat Jul 04 15:16:51 +0000 2020,,,,0,1279434000294174721,,,,en,,,8,1279421111860629506,RepublicanChick,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RepublicanChick: “Do not let anyone tell you it cannot be done. No challenge can match the heart and fight and spirit of America. We wi…,https://twitter.com/RepublicanChick/status/1279434000294174721,Wed May 16 20:20:33 +0000 2012,RepublicanChick,false,Christian • Single Mom • #StandWithIsrael 🇮🇱 • Former @realDonaldTrump appointee #CruzCrew #McCain alumni #2A #ProLife #MAGA,25154,50338,5473,98,"Washington, DC",XIMENA,RepublicanChick,9470,,http://www.TheRepublicanChick.com,false
,Fri Jul 24 10:33:38 +0000 2020,,,https://washex.am/3hxqbKN,95,1286610487673856004,,,,en,,false,36,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Why Trump is winning the national policing argument https://t.co/wvpoQjbWhJ,https://twitter.com/JasonMillerinDC/status/1286610487673856004,Sat Jan 12 23:03:43 +0000 2013,JasonMillerinDC,false,"Principal, SHW Partners LLC. @realDonaldTrump 2020 Senior Advisor. 2016 Senior Communications Advisor, Transition Team Communications Director. 2 Timothy 1:7.",11030,264812,3532,1844,"Washington, DC",Jason Miller,JasonMillerinDC,48239,,http://linkedin.com/in/jason-miller-543895195,true
,Sat Jul 11 18:38:48 +0000 2020,Trump2020,,,597,1282021540578631680,,,,en,,,294,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Biden won't release his medical records, but Trump has to release his taxes... 

What would you think would be more important with someone you're putting into the White House... 

These people are MORONS.. 

#Trump2020",https://twitter.com/RealMattCouch/status/1282021540578631680,Thu Jun 07 03:57:26 +0000 2012,RealMattCouch,false,"Christian - Father - Investigator - Political Analyst - Founder of https://t.co/BK6f3SeNA1 - Truth Slinger - Si Vis Pacem, Para Bellum - IG/Parler/Gab: @RealMattCouch",320983,481335,111542,200,"NW Arkansas, USA",Matt Couch,RealMattCouch,319825,,http://www.TheDCPatriot.com,false
