type,name,screen_name,party,id
committee,"Senate Committee on Banking, Housing, and Urban Affairs",SenateBanking,D,104324860
committee,"Senate Committee on Banking, Housing, and Urban Affairs",BankingGOP,R,1242040290
committee,"Senate Committee on Commerce, Science, and Transportation",SenateCommerce,R,386092483
committee,"Senate Committee on Commerce, Science, and Transportation",commercedems,D,1097141276552630272
committee,Senate Committee on Energy and Natural Resources,EnergyGOP,R,82657929
committee,Senate Committee on Energy and Natural Resources,EnergyDems,D,277124730
committee,Senate Committee on Environment and Public Works,EPWDems,D,245891006
committee,Senate Committee on Environment and Public Works,EPWGOP,R,1055515873
committee,Senate Committee on Finance,SenateFinance,D,628709039
committee,Senate Committee on Finance,SenFinance,R,701821488
committee,"Senate Committee on Health, Education, Labor, and Pensions",GOPHELP,R,292972175
committee,"Senate Committee on Health, Education, Labor, and Pensions",HELPCmteDems,D,1262362578
committee,Senate Committee on Indian Affairs,IndianCommittee,R,329761746
committee,Senate Committee on Small Business and Entrepreneurship,SenateSmallBiz,D,2654291262
committee,Senate Committee on Small Business and Entrepreneurship,SmallBizCmte,R,2932401927
committee,Senate Committee on Veterans' Affairs,senateva,R,1009054656
committee,Senate Committee on the Budget,SenateBudget,D,172470598
committee,Senate Committee on the Budget,BudgetGOP,R,2992440550
committee,Senate Committee on the Judiciary,senjudiciary,R,704320143824953344
committee,Senate Committee on the Judiciary,JudiciaryDems,D,818513652814843906
committee,Senate Special Committee on Aging,SenateAging,R,2359937696
committee,Senate Special Committee on Aging,DemsOnAging,D,824712291669118980
member,Dan Sullivan,SenDanSullivan,R,2891210047
member,Lisa Murkowski,lisamurkowski,R,18061669
member,Doug Jones,SenDougJones,D,941080085121175552
member,Richard Shelby,SenShelby,R,21111098
member,John Boozman,JohnBoozman,R,5558312
member,Tom Cotton,SenTomCotton,R,968650362
member,Kyrsten Sinema,SenatorSinema,D,1080844782
member,Mark Kelly,SenMarkKelly,D,1324926274888888320
member,Dianne Feinstein,SenFeinstein,D,476256944
member,Kamala Harris,SenKamalaHarris,D,803694179079458816
member,Cory Gardner,SenCoryGardner,R,235217558
member,Michael Bennet,SenatorBennet,D,224285242
member,Chris Murphy,SenMurphyOffice,D,2853793517
member,Richard Blumenthal,SenBlumenthal,D,278124059
member,Chris Coons,SenCoonsOffice,D,435500714
member,Tom Carper,SenatorCarper,D,249787913
member,Marco Rubio,SenRubioPress,R,229966028
member,Rick Scott,SenRickScott,R,131546062
member,David Perdue,sendavidperdue,R,2863210809
member,Kelly Loeffler,SenatorLoeffler,R,1200451909406121984
member,Brian Schatz,SenBrianSchatz,D,1262099252
member,Mazie Hirono,maziehirono,D,92186819
member,Chuck Grassley,ChuckGrassley,R,10615232
member,Chuck Grassley,GrassleyPress,R,294126378
member,Joni Ernst,SenJoniErnst,R,2856787757
member,Jim Risch,SenatorRisch,R,1096059529
member,Mike Crapo,MikeCrapo,R,600463589
member,Dick Durbin,SenatorDurbin,D,247334603
member,Tammy Duckworth,SenDuckworth,D,1058520120
member,Mike Braun,SenatorBraun,R,1080870981877534720
member,Todd Young,SenToddYoung,R,234128524
member,Jerry Moran,JerryMoran,R,18632666
member,Pat Roberts,SenPatRoberts,R,75364211
member,Mitch McConnell,SRCC,R,19029580
member,Mitch McConnell,McConnellPress,R,339822881
member,Mitch McConnell,SenateMajLdr,R,1249982359
member,Rand Paul,RandPaul,R,216881337
member,Bill Cassidy,SenBillCassidy,R,1017500185356853248
member,John Kennedy,SenJohnKennedy,R,816683274076614656
member,Ed Markey,SenMarkey,D,21406834
member,Elizabeth Warren,SenWarren,D,970207298
member,Ben Cardin,SenatorCardin,D,109071031
member,Chris Van Hollen,ChrisVanHollen,D,18137749
member,Angus King,SenAngusKing,I,1068481578
member,Susan Collins,SenatorCollins,R,19726613
member,Debbie Stabenow,SenStabenow,D,76456274
member,Gary Peters,SenGaryPeters,D,236511574
member,Amy Klobuchar,SenAmyKlobuchar,D,22044727
member,Tina Smith,SenTinaSmith,D,941000686275387392
member,Josh Hawley,SenHawleyPress,R,1080960924687704064
member,Roy Blunt,RoyBlunt,R,21269970
member,Roy Blunt,RoyBluntPress,R,238177562
member,Cindy Hyde-Smith,SenHydeSmith,R,983348251972816896
member,Roger Wicker,SenatorWicker,R,264219447
member,Jon Tester,SenatorTester,D,515822213
member,Steve Daines,SteveDaines,R,11651202
member,Richard Burr,SenatorBurr,R,21157904
member,Thom Tillis,SenThomTillis,R,2964174789
member,John Hoeven,SenJohnHoeven,R,382791093
member,Kevin Cramer,SenKevinCramer,R,1048784496
member,Ben Sasse,SenSasse,R,2962923040
member,Deb Fischer,SenatorFischer,R,1071402577
member,Jeanne Shaheen,SenatorShaheen,D,109287731
member,Maggie Hassan,SenatorHassan,D,946549322
member,Bob Menendez,SenatorMenendez,D,18695134
member,Cory Booker,SenBooker,D,2167097881
member,Martin Heinrich,MartinHeinrich,D,1099199839
member,Tom Udall,SenatorTomUdall,D,60828944
member,Catherine Cortez Masto,SenCortezMasto,D,811313565760163844
member,Jacky Rosen,SenJackyRosen,D,818554054309715969
member,Chuck Schumer,SenSchumer,D,17494010
member,Kirsten Gillibrand,gillibrandny,D,899978622416695297
member,Rob Portman,senrobportman,R,18915145
member,Rob Portman,PortmanPress,R,240790556
member,Sherrod Brown,SenSherrodBrown,D,43910797
member,James Lankford,SenatorLankford,R,225921757
member,Jim Inhofe,JimInhofe,R,7270292
member,Jim Inhofe,InhofePress,R,20546536
member,Jeff Merkley,SenJeffMerkley,D,29201047
member,Ron Wyden,RonWyden,D,250188760
member,Ron Wyden,WydenPress,D,292495654
member,Bob Casey Jr.,SenBobCasey,D,171598736
member,Pat Toomey,SenToomey,R,221162525
member,Jack Reed,SenJackReed,D,486694111
member,Sheldon Whitehouse,SenWhitehouse,D,242555999
member,Lindsey Graham,GrahamBlog,R,14845376
member,Tim Scott,SenatorTimScott,R,217543151
member,John Thune,SenJohnThune,R,296361085
member,Mike Rounds,SenatorRounds,R,2955485182
member,Lamar Alexander,SenAlexander,R,76649729
member,Marsha Blackburn,MarshaBlackburn,R,278145569
member,John Cornyn,JohnCornyn,R,13218102
member,Ted Cruz,SenTedCruz,R,1074480192
member,Mike Lee,SenMikeLee,R,88784440
member,Mitt Romney,SenatorRomney,R,1078693601356509184
member,Mark Warner,MarkWarner,D,7429102
member,Tim Kaine,timkaine,D,172858784
member,Tim Kaine,SenKaineOffice,D,1267940407
member,Bernie Sanders,SenSanders,I,29442313
member,Patrick Leahy,SenatorLeahy,D,242836537
member,Maria Cantwell,SenatorCantwell,D,117501995
member,Patty Murray,PattyMurray,D,293131808
member,Ron Johnson,SenRonJohnson,R,233737858
member,Tammy Baldwin,SenatorBaldwin,D,1074518754
member,Joe Manchin,Sen_JoeManchin,D,234374703
member,Shelley Moore Capito,SenCapito,R,193794406
member,John Barrasso,SenJohnBarrasso,R,202206694
member,Mike Enzi,SenatorEnzi,R,291756142
party,Senate Democrats,dscc,D,14466538
party,Senate Democrats,SenateDems,D,73238146
party,Senate Democrats,DSenFloor,D,729177876
party,Senate Democrats,SenDemsClimate,D,1148973240355827713
party,Senate Republicans,NRSC,R,5693842
party,Senate Republicans,SenateGOP,R,14344823
party,Senate Republicans,SenateRPC,R,114896223
party,Senate Republicans,senategopfloor,R,476209692
